gene	DESCRIPTION	hasPeak(An_kdmB_20h_HA_1)	peakType(An_kdmB_20h_HA_1)	hasTesPeak(An_kdmB_20h_HA_1)	tesPeakType(An_kdmB_20h_HA_1)	hasPeak(An_kdmB_20h_HA_2)	peakType(An_kdmB_20h_HA_2)	hasTesPeak(An_kdmB_20h_HA_2)	tesPeakType(An_kdmB_20h_HA_2)	hasPeak(An_kdmB_48h_HA_1)	peakType(An_kdmB_48h_HA_1)	hasTesPeak(An_kdmB_48h_HA_1)	tesPeakType(An_kdmB_48h_HA_1)	hasPeak(An_kdmB_48h_HA_2)	peakType(An_kdmB_48h_HA_2)	hasTesPeak(An_kdmB_48h_HA_2)	tesPeakType(An_kdmB_48h_HA_2)
AN1921	Peroxisomal protein (peroxin) required for proliferation of peroxisomes in response to fatty acids	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN1922	Ortholog(s) have structural molecule activity, role in positive regulation of mitotic metaphase/anaphase transition and nucleus, proteasome regulatory particle, lid subcomplex localization	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	pseudo_overlapEnd	TRUE	pseudo_upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN1923	Putative alanine transaminase with a predicted role in alanine and aspartate metabolism; intracellular, menadione stress-induced protein	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	insideOverlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN1924	Has domain(s) with predicted DNA binding, DNA binding transcription factor activity, copper ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN1925	Protein of unknown function	TRUE	includeFeature	FALSE	NA	TRUE	includeFeature	FALSE	NA	TRUE	includeFeature	FALSE	NA	TRUE	includeFeature	FALSE	NA
AN1926	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1927	Putative zinc-cluster transcription factor; transcript upregulated by nitrate limitation	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN1928	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1929	Ortholog(s) have DNA translocase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1930	Ortholog of A. nidulans FGSC A4 : AN6413, AN6419, AN6946, AN5312, AN5664, AN8328, AN3241, AN10369, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN1931	Has domain(s) with predicted GTPase activator activity, zinc ion binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11798	Has domain(s) with predicted hydrolase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11799	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1932	Putative methionine sulfoxide reductase with a predicted role in the reduction of methionine sulfoxide to methionine	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1933	Has domain(s) with predicted endoplasmic reticulum membrane, integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1934	Ortholog of A. fumigatus Af293 : Afu4g13260, A. niger CBS 513.88 : An01g08930, A. oryzae RIB40 : AO090009000258, Aspergillus wentii : Aspwe1_0033794 and Aspergillus sydowii : Aspsy1_0139129	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN1935	Protein with a predicted role in actin filament bundling	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1936	Ortholog of A. fumigatus Af293 : Afu4g13240, A. niger CBS 513.88 : An01g08910, Aspergillus wentii : Aspwe1_0033796, Aspergillus sydowii : Aspsy1_0138849 and Aspergillus terreus NIH2624 : ATET_03206	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1937	Regulatory protein involved in conidial development; activates conidium-specific gene expression; mutant conidia lack pigment and autolyze before maturation	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1938	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11800	Protein of unknown function	FALSE	NA	TRUE	pseudo_inside	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1939	Ortholog of A. fumigatus Af293 : Afu4g13210, Aspergillus wentii : Aspwe1_0099602, Aspergillus sydowii : Aspsy1_0053881 and Aspergillus terreus NIH2624 : ATET_03204	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1940	Ortholog of A. fumigatus Af293 : Afu4g13200, A. niger CBS 513.88 : An01g08880, A. oryzae RIB40 : AO090009000261, Aspergillus wentii : Aspwe1_0166484 and Aspergillus terreus NIH2624 : ATET_03203	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA
AN1941	Predicted glycosylphosphatidylinositol (GPI)-anchored protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1942	Ortholog of Aspergillus terreus NIH2624 : ATET_03048	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1943	Ortholog of A. fumigatus Af293 : Afu6g07850, A. niger CBS 513.88 : An11g02630, A. oryzae RIB40 : AO090003000154, Aspergillus wentii : Aspwe1_0046057 and Aspergillus sydowii : Aspsy1_0139887	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1944	Has domain(s) with predicted nucleic acid binding, zinc ion binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1945	Has domain(s) with predicted hydrolase activity, phosphoglycolate phosphatase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1946	Ortholog of A. fumigatus Af293 : Afu4g13300, A. niger CBS 513.88 : An01g09010, A. oryzae RIB40 : AO090009000247, Aspergillus wentii : Aspwe1_0208317 and Aspergillus sydowii : Aspsy1_0138807	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1947	Has domain(s) with predicted hydrolase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1948	Ortholog(s) have role in DNA methylation	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN1949	Ortholog(s) have ATP-dependent RNA helicase activity, RNA binding activity	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA
AN11801	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN1950	Ortholog(s) have FAD transmembrane transporter activity, calcium channel activity	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN1951	Has domain(s) with predicted nucleic acid binding, zinc ion binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1952	Ortholog of A. fumigatus Af293 : Afu4g13380, A. niger CBS 513.88 : An01g09090, Aspergillus wentii : Aspwe1_0022581, Aspergillus sydowii : Aspsy1_0142528 and Aspergillus terreus NIH2624 : ATET_03221	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	TRUE	overlapEnd	TRUE	overlapStart	FALSE	NA
AN1953	Actin-related protein; dynactin complex subunit; physically associates with importin-alpha, KapA; required for proper vacuolar distribution in addition to normal nuclear distribution	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11802	Ortholog(s) have N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity and role in dolichol-linked oligosaccharide biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1954	Ortholog(s) have mitochondrial ribosome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1955	Ortholog of A. fumigatus Af293 : Afu4g13430, A. oryzae RIB40 : AO090009000231, Aspergillus wentii : Aspwe1_0022577, Aspergillus sydowii : Aspsy1_0026389 and Aspergillus terreus NIH2624 : ATET_03224	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1956	Ortholog(s) have ATP binding, nucleosome binding, nucleosome-dependent ATPase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1957	Putative methyltransferase with a predicted role in histidine metabolism	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1958	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN1959	Nuclear protein involved in spore formation and trehalose accumulation; potential transcription-activating domain; mutants have low spore viability; two overlapping transcripts; VosA-VelB form a dimeric complex in hyphae grown in the dark	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1960	Ortholog of A. fumigatus Af293 : Afu4g10850, A. oryzae RIB40 : AO090003001126, Aspergillus wentii : Aspwe1_0022807, Aspergillus sydowii : Aspsy1_0026393 and Aspergillus terreus NIH2624 : ATET_03985	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11803	Ortholog of A. fumigatus Af293 : Afu4g10840, A. niger CBS 513.88 : An04g05800, A. oryzae RIB40 : AO090003001127, Neosartorya fischeri NRRL 181 : NFIA_104840 and Aspergillus wentii : Aspwe1_0102752	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11804	Has domain(s) with predicted ATP binding, DNA binding, helicase activity, nucleic acid binding activity	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN1962	Ortholog of A. fumigatus Af293 : Afu4g10820, A. niger CBS 513.88 : An04g05820, Aspergillus wentii : Aspwe1_0145558, Aspergillus sydowii : Aspsy1_0142548 and Aspergillus terreus NIH2624 : ATET_03987	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN1963	Has domain(s) with predicted hydrolase activity, hydrolase activity, acting on ester bonds activity and role in lipid metabolic process	TRUE	upstream	TRUE	overlapEnd	FALSE	NA	TRUE	pseudo_overlapEnd	FALSE	NA	TRUE	pseudo_overlapEnd	FALSE	NA	TRUE	overlapEnd
AN1964	Ortholog of S. cerevisiae RPS6B and RPS6A; palA-dependent expression independent of pH	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1965	Putative ribose-phosphate pyrophosphokinase with a predicted role in histidine metabolism; interacts with prs1 and prs3	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1966	Putative HECT ubiquitin ligase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1967	Putative fatty acid dioxygenase; responsible for the formation of the oxylipin psiB-alpha; PpoA localizes to lipid bodies in Hulle cells and metulae	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1968	Ortholog(s) have oxidoreductase activity, role in very long-chain fatty acid metabolic process and endoplasmic reticulum membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1969	Ortholog(s) have alpha-1,6-mannosyltransferase activity, role in protein N-linked glycosylation and alpha-1,6-mannosyltransferase complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1970	Has domain(s) with predicted structural constituent of ribosome activity, role in translation and ribosome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1971	Ortholog(s) have ATP-dependent 3'-5' DNA helicase activity, ATP-dependent 5'-3' DNA helicase activity, sequence-specific DNA binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1972	Ortholog of A. nidulans FGSC A4 : AN4371, A. fumigatus Af293 : Afu4g06510, A. niger CBS 513.88 : An04g05970, An08g04550 and A. oryzae RIB40 : AO090003001143, AO090023000935	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1973	Ortholog(s) have SNAP receptor activity and role in Golgi to vacuole transport, intra-Golgi vesicle-mediated transport, macroautophagy, vacuole fusion, non-autophagic, vesicle fusion	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10241	Ortholog(s) have role in positive regulation of cellular response to hypoxia, proteolysis involved in cellular protein catabolic process, regulation of protein glycosylation, sterol regulatory element binding protein cleavage	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10237	Has domain(s) with predicted iron-sulfur cluster binding, structural molecule activity and role in iron-sulfur cluster assembly, protein maturation by iron-sulfur cluster transfer	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1975	Ortholog of A. fumigatus Af293 : Afu4g10680, A. niger CBS 513.88 : An04g06030, A. oryzae RIB40 : AO090003001147, Aspergillus wentii : Aspwe1_0022825 and Aspergillus sydowii : Aspsy1_0053914	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1976	Ortholog(s) have role in DNA repair, establishment or maintenance of cell polarity regulating cell shape, histone deacetylation and negative regulation of antisense RNA transcription, more	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1977	Has domain(s) with predicted kinetochore localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10253	Ortholog(s) have role in maintenance of DNA trinucleotide repeats, mitotic sister chromatid cohesion and Ctf18 RFC-like complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1978	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	pseudo_insideOverlapEnd	FALSE	NA	FALSE	NA
AN1979	Ortholog of A. fumigatus Af293 : Afu4g10610, A. niger CBS 513.88 : An04g06070, Aspergillus wentii : Aspwe1_0022830, Aspergillus sydowii : Aspsy1_0053917 and Aspergillus terreus NIH2624 : ATET_04005	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN1980	Ortholog(s) have role in ER to Golgi vesicle-mediated transport, regulation of exocytosis and Golgi-associated vesicle, cellular bud neck, cellular bud tip, incipient cellular bud site, plasma membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1981	Ortholog(s) have Rab geranylgeranyltransferase activity, role in ER to Golgi vesicle-mediated transport, protein geranylgeranylation, protein targeting to membrane and Rab-protein geranylgeranyltransferase complex, peroxisome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1982	Ortholog(s) have ubiquitin ligase activator activity and role in anaphase-promoting complex-dependent catabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1983	Ortholog of A. fumigatus Af293 : Afu4g10550, A. niger CBS 513.88 : An04g06120, A. oryzae RIB40 : AO090003001155, Aspergillus wentii : Aspwe1_0022835 and Aspergillus sydowii : Aspsy1_0138957	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1984	Ortholog(s) have TFIID-class transcription factor binding, core promoter binding, lysine-acetylated histone binding, nucleosomal histone binding activity	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN10254	Ortholog of A. fumigatus Af293 : Afu4g10530, A. niger CBS 513.88 : An04g06150, Aspergillus wentii : Aspwe1_0047458, Aspergillus sydowii : Aspsy1_0053923 and Aspergillus terreus NIH2624 : ATET_04011	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10248	Ortholog(s) have electron transfer activity, iron ion binding, zinc ion binding activity, role in peptidyl-diphthamide biosynthetic process from peptidyl-histidine, tRNA wobble uridine modification and cytoplasm, nucleus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1986	Ortholog(s) have ferrous iron binding, ferroxidase activity, iron chaperone activity and role in cellular iron ion homeostasis, cellular response to oxidative stress, glutathione metabolic process, iron-sulfur cluster assembly	FALSE	NA	TRUE	pseudo_inside	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1987	Ortholog of A. fumigatus Af293 : Afu4g10500, A. niger CBS 513.88 : An04g06170, A. oryzae RIB40 : AO090003001161, Aspergillus wentii : Aspwe1_0047460 and Aspergillus sydowii : Aspsy1_0316623	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1988	Ortholog(s) have role in cell separation after cytokinesis and cell cortex of growing cell tip, cell division site, cortical dynamic polarity patch, exocyst, lateral cell cortex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12319	Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1989	Putative dihydrosphingosine-1-phosphate lyase with a predicted role in sphingoglycolipid metabolism	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN1990	Putative homocitrate synthase with a predicted role in pyruvate metabolism	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN10255	Ortholog of A. fumigatus Af293 : Afu4g10440, A. niger CBS 513.88 : An04g06310, A. oryzae RIB40 : AO090003001168, Neosartorya fischeri NRRL 181 : NFIA_105630 and Aspergillus wentii : Aspwe1_0166753	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10249	Ortholog(s) have aminoacyl-tRNA hydrolase activity and role in negative regulation of proteasomal ubiquitin-dependent protein catabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN1992	Ortholog(s) have role in mRNA cis splicing, via spliceosome and U4/U6 x U5 tri-snRNP complex localization	FALSE	NA	TRUE	insideOverlapEnd	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	insideOverlapEnd	FALSE	NA	FALSE	NA
AN1993	Putative aspartate transaminase with a predicted role in alanine, aspartate, and aromatic amino acid metabolism	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	TRUE	overlapEnd	FALSE	NA	FALSE	NA
AN1995	Ortholog of A. fumigatus Af293 : Afu4g10400, A. niger CBS 513.88 : An04g06400, A. oryzae RIB40 : AO090003001177, Aspergillus wentii : Aspwe1_0022851 and Aspergillus sydowii : Aspsy1_0053931	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN1996	Ortholog of S. cerevisiae : RMD8, A. fumigatus Af293 : Afu4g10390, A. niger CBS 513.88 : An04g06420, A. oryzae RIB40 : AO090003001178 and Aspergillus wentii : Aspwe1_0034138	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN1997	Has domain(s) with predicted nucleic acid binding, zinc ion binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN11321	Protein of unknown function	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	TRUE	insideOverlapEnd	TRUE	upstream	FALSE	NA
AN1998	Has domain(s) with predicted hydrolase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN1999	Ortholog(s) have 3-demethylubiquinone-6 3-O-methyltransferase activity, hexaprenyldihydroxybenzoate methyltransferase activity and role in ubiquinone biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN10251	Ortholog(s) have nuclear localization sequence binding, ubiquitin binding activity and role in response to ethanol	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2000	Polyubiquitin, contains four head to tail repeats of ubiqiutin; transcript upregulated in response to camptothecin	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2001	Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	TRUE	overlapEnd	TRUE	overlapStart	FALSE	NA
AN2002	Protein predicted to have a role in pheromone precursor processing	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN10252	Ortholog of A. fumigatus Af293 : Afu4g10320, A. niger CBS 513.88 : An04g06600, A. oryzae RIB40 : AO090003001189, Aspergillus wentii : Aspwe1_0166765 and Aspergillus sydowii : Aspsy1_0084447	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN10250	Putative protein of unknown function; expression upregulated after exposure to farnesol	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2004	Protein of unknown function	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN2005	Histidine-containing phosphotransfer protein, part of a two-component signal transducer involved in the HOG signaling pathway that regulates osmotic stress response	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA
AN2006	Ortholog of A. fumigatus Af293 : Afu4g10260, A. niger CBS 513.88 : An04g06660, A. oryzae RIB40 : AO090003001196, Aspergillus wentii : Aspwe1_0034162 and Aspergillus sydowii : Aspsy1_0142465	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2007	Ortholog(s) have mRNA binding activity and role in chromatin silencing at centromere outer repeat region, mRNA splicing, via spliceosome	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2008	Ortholog(s) have phosphatidylglycerophosphatase activity, role in cardiolipin biosynthetic process, phosphorylated carbohydrate dephosphorylation and mitochondrial matrix localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2009	Ortholog(s) have role in conidiophore development, conidium formation, hyphal growth	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN2010	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN2011	Putative flippase, type 4 P-type ATPase involved in distribution lipids	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN2012	Ortholog of A. fumigatus Af293 : Afu4g10200/rfeF, A. niger CBS 513.88 : An04g06870, A. oryzae RIB40 : AO090003001201, Aspergillus wentii : Aspwe1_0230245 and Aspergillus sydowii : Aspsy1_0084459	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
